0,000000	-1,812348
0,500000	-1,813101
1,000000	-1,848287
1,500000	-1,868316
2,000000	-1,894868
2,500000	-1,931114
3,000000	-1,972137
3,500000	-2,021429
4,000000	-2,075106
4,500000	-2,141122
5,000000	-2,218177
5,500000	-2,247218
6,000000	-2,253010
6,500000	-2,254779
7,000000	-2,223782
7,500000	-2,174612
8,000000	-2,224701
8,500000	-2,238136
9,000000	-2,187585
9,500000	-2,297459
10,000000	-2,369051
10,500000	-2,421620
11,000000	-2,561607
11,500000	-2,664712
12,000000	-2,792009
12,500000	-2,915061
13,000000	-3,045271
13,500000	-3,184743
14,000000	-3,319004
14,500000	-3,444301
15,000000	-3,591546
15,500000	-3,756002
16,000000	-3,881148
16,500000	-4,018820
17,000000	-4,154689
17,500000	-4,258525
18,000000	-4,363631
18,500000	-4,428672
19,000000	-4,499682
19,500000	-4,591533
20,000000	-4,646552
20,500000	-4,766545
21,000000	-4,901267
21,500000	-5,051781
22,000000	-5,221575
22,500000	-5,403528
23,000000	-5,593498
23,500000	-5,801863
24,000000	-6,019840
24,500000	-6,235451
25,000000	-6,453298
25,500000	-6,668441
26,000000	-6,898589
26,500000	-7,143122
27,000000	-7,377539
27,500000	-7,602985
28,000000	-7,841160
28,500000	-8,066030
29,000000	-8,292784
29,500000	-8,481003
30,000000	-8,672875
30,500000	-8,865585
31,000000	-9,025112
31,500000	-9,147811
32,000000	-9,389042
32,500000	-9,621839
33,000000	-9,801450
33,500000	-10,027744
34,000000	-10,346604
34,500000	-10,667005
35,000000	-10,965331
35,500000	-11,254064
36,000000	-11,539416
36,500000	-11,856816
37,000000	-12,198188
37,500000	-12,553221
38,000000	-12,923283
38,500000	-13,261213
39,000000	-13,560410
39,500000	-13,883835
40,000000	-14,247169
40,500000	-14,592084
41,000000	-14,924798
41,500000	-15,163791
42,000000	-15,412656
42,500000	-15,722421
43,000000	-16,048936
43,500000	-16,325907
44,000000	-16,663237
44,500000	-16,986335
45,000000	-17,349259
45,500000	-17,758275
46,000000	-18,145890
46,500000	-18,561977
47,000000	-18,983743
47,500000	-19,444695
48,000000	-19,876981
48,500000	-20,276542
49,000000	-20,726438
49,500000	-21,226289
50,000000	-21,705837
50,500000	-22,186622
51,000000	-22,636886
51,500000	-23,128349
52,000000	-23,677316
52,500000	-24,026535
53,000000	-24,481659
53,500000	-25,117715
54,000000	-25,444864
54,500000	-25,762704
55,000000	-26,369883
55,500000	-26,977195
56,000000	-27,319745
56,500000	-27,950409
57,000000	-28,492921
57,500000	-28,991800
58,000000	-29,639812
58,500000	-30,358858
59,000000	-30,888000
59,500000	-31,631766
60,000000	-32,651923
60,500000	-33,429784
61,000000	-33,920127
61,500000	-34,365090
62,000000	-35,103246
62,500000	-36,130403
63,000000	-37,419499
63,500000	-40,177602
64,000000	-40,408285
64,500000	-39,957571
65,000000	-41,983429
65,500000	-42,380107
66,000000	-39,716070
66,500000	-41,020144
67,000000	-53,306938
67,500000	-48,583241
68,000000	-54,829417
68,500000	-44,501797
69,000000	-42,609778
69,500000	-45,984328
70,000000	-47,154255
70,500000	-40,128446
71,000000	-33,922791
71,500000	-36,012860
72,000000	-39,625978
72,500000	-36,376275
73,000000	-36,591872
73,500000	-36,896863
74,000000	-44,840682
74,500000	-48,460292
75,000000	-37,963199
75,500000	-40,201743
76,000000	-40,323490
76,500000	-35,484855
77,000000	-35,175038
77,500000	-46,190578
78,000000	-44,211251
78,500000	-35,553816
79,000000	-35,737501
79,500000	-39,914561
80,000000	-37,719540
80,500000	-32,247151
81,000000	-41,114307
81,500000	-37,769694
82,000000	-32,843547
82,500000	-30,597478
83,000000	-32,983220
83,500000	-37,259339
84,000000	-33,913063
84,500000	-36,030991
85,000000	-31,884280
85,500000	-31,354201
86,000000	-36,444658
86,500000	-32,921598
87,000000	-31,995066
87,500000	-34,165106
88,000000	-39,193265
88,500000	-36,693199
89,000000	-27,785967
89,500000	-26,898649
90,000000	-33,365863
90,500000	-29,195744
91,000000	-29,848292
91,500000	-27,614476
92,000000	-31,999022
92,500000	-31,476461
93,000000	-28,135563
93,500000	-28,248331
94,000000	-28,441545
94,500000	-29,353990
95,000000	-30,168987
95,500000	-29,319714
96,000000	-28,783151
96,500000	-30,897973
97,000000	-24,103675
97,500000	-23,256812
98,000000	-24,366505
98,500000	-42,221451
99,000000	-26,946878
99,500000	-30,828041
100,000000	-25,335850
100,500000	-26,616787
101,000000	-27,856012
101,500000	-29,575000
102,000000	-29,831394
102,500000	-27,113160
103,000000	-26,724022
103,500000	-29,092757
104,000000	-26,774836
104,500000	-33,569257
105,000000	-30,560198
105,500000	-25,969596
106,000000	-23,487946
106,500000	-22,721181
107,000000	-30,403970
107,500000	-42,594888
108,000000	-31,698930
108,500000	-22,297623
109,000000	-25,635011
109,500000	-28,747661
110,000000	-23,183871
110,500000	-22,845437
111,000000	-30,972765
111,500000	-26,526026
112,000000	-26,797366
112,500000	-28,272721
113,000000	-21,110661
113,500000	-23,641409
114,000000	-24,232981
114,500000	-36,194435
115,000000	-31,988350
115,500000	-28,161532
116,000000	-36,001538
116,500000	-23,746866
117,000000	-27,168383
117,500000	-24,200723
118,000000	-27,698248
118,500000	-23,412655
119,000000	-21,436890
119,500000	-25,220188
120,000000	-25,566666
120,500000	-31,177442
121,000000	-41,279118
121,500000	-36,757526
122,000000	-32,966456
122,500000	-28,600128
123,000000	-23,398612
123,500000	-22,485177
124,000000	-24,202943
124,500000	-26,243591
125,000000	-18,321573
125,500000	-22,067196
126,000000	-18,465167
126,500000	-22,560214
127,000000	-27,093634
127,500000	-22,043119
128,000000	-22,700710
128,500000	-26,884834
129,000000	-24,938396
129,500000	-20,495975
