0,30984522823317359771752504599316173
1,1741
2,1563
3,1819
4,1886
5,1630
6,1630
7,1695
8,1439
9,1439
10,1514
11,1514
12,1514
13,212
14,1748
15,1748
16,1554
17,1810
18,1810
19,1868
20,1612
21,1612
22,1693
23,1437
24,1437
25,1532
26,1532
27,1532
28,1505
29,1761
30,1761
31,1541
32,1797
33,1846
34,1590
35,1590
36,1695
37,1439
38,1439
39,1305
40,1561
41,1779
42,1779
43,1779
44,1778
45,1778
46,1778
47,1560
48,1560
49,1560
50,164
51,1444
52,1444
53,1341
54,1597
55,1597
56,1539
57,1795
58,1795
59,2003
60,1747
61,1747
62,1781
63,1525
64,1525
65,1456
66,1456
67,1456
68,1384
69,1640
70,1549
71,1805
72,1805
73,1963
74,1707
75,1707
76,1749
77,1493
78,213
79,1482
80,1482
81,1482
82,1433
83,1689
84,1689
85,1548
86,1804
87,1804
88,1654
89,1654
90,1723
91,1467
92,1467
93,1523
94,1523
95,1523
96,1481
97,1737
98,1737
99,1784
100,1784
101,1784
102,1594
103,1594
104,1594
105,1712
106,1456
107,1324
108,1580
109,1580
110,1774
111,1774
112,1774
113,1743
114,1743
115,207
116,1791
117,1535
118,1535
119,1472
120,1472
121,1472
122,1393
123,1649
124,1649
125,1792
126,1792
127,1936
128,1680
129,1680
130,1744
131,1488
132,1488
133,1515
134,1515
135,1515
136,1462
137,1718
138,1718
139,1780
140,1780
141,1780
142,1605
143,1605
144,1725
145,1469
146,1469
147,1329
148,1585
149,1585
150,1768
151,1768
152,232
153,1730
154,1730
155,1730
156,1787
157,1531
158,1531
159,1487
160,1487
161,1487
162,1411
163,1667
164,1667
165,1784
166,1784
167,1784
168,1652
169,1652
170,1652
171,1485
172,1485
173,1294
174,1550
175,1550
176,1741
177,1741
178,1741
179,1749
180,1749
181,1562
182,1562
183,1562
184,1739
185,1483
186,1483
187,1382
188,1638
189,1776
190,1776
191,1776
192,1672
193,1672
194,1672
195,1754
196,1498
197,1498
198,1282
199,1538
200,1538
201,1725
202,1725
203,1725
204,1751
205,1751
206,1751
207,1574
208,1574
209,1743
210,1487
211,1487
212,1377
213,1633
214,1633
215,1769
216,233
217,1769
218,1670
219,1670
220,1670
221,1758
222,1502
223,1502
224,1289
225,1545
226,1725
227,1725
228,1725
229,1741
230,1741
231,1741
232,1566
233,1566
234,1566
235,1753
236,1497
237,1497
238,1393
239,1649
240,1649
241,1766
242,1766
243,1766
244,1651
245,1651
246,1757
247,1501
248,1501
249,1313
250,1569
251,1569
252,1738
253,202
254,1738
255,1718
256,1718
257,1718
258,1544
259,1544
260,1544
261,1771
262,1515
263,235
264,1423
265,1679
266,1679
267,1755
268,1755
269,1755
270,1612
271,1612
272,1612
273,1756
274,1500
275,1500
276,1356
277,1612
278,1612
279,1753
280,1753
281,1753
282,1678
283,1678
284,1775
285,1519
286,1519
287,1296
288,1552
289,1552
290,1717
291,181
292,1717
293,1724
294,1724
295,1724
296,1562
297,1562
298,1562
299,1772
300,1516
301,1516
302,1411
303,1667
304,1667
305,1747
306,1747
307,1747
308,1616
309,1616
310,1616
311,1763
312,1507
313,1507
314,1358
315,1614
316,1614
317,1744
318,1744
319,1744
320,1666
321,1666
322,1776
323,1520
324,1520
325,1311
326,1567
327,1567
328,1722
329,186
330,1722
331,1705
332,1705
333,1705
334,1550
335,1550
336,1550
337,1537
338,1537
339,1537
340,1689
341,1689
342,1689
343,1729
344,1729
345,1729
346,1585
347,1585
348,1585
349,1775
350,1519
351,1519
352,1395
353,1651
354,1651
355,1738
356,1738
357,1738
358,1623
359,1623
360,1773
361,1517
362,1517
363,1360
364,1616
365,1616
366,1735
367,199
368,1735
369,1657
370,1657
371,1657
372,1782
373,1526
374,1526
375,1330
376,1586
377,1586
378,1723
379,1723
380,1723
381,1682
382,1682
383,1682
384,1540
385,1540
386,1561
387,1561
388,1561
389,1704
390,1704
391,1704
392,1700
393,1700
394,1700
395,1559
396,1559
397,1548
398,1548
399,1548
400,1688
401,1688
402,1688
403,1714
404,178
405,1714
406,1578
407,1578
408,1578
409,1538
410,1538
411,1538
412,1668
413,1668
414,1668
415,1720
416,1720
417,1720
418,1596
419,1596
420,1596
421,1789
422,1533
423,1395
424,1651
425,1651
426,1723
427,1723
428,1723
429,1611
430,1611
431,1611
432,252
433,1532
434,1532
435,1381
436,1637
437,1637
438,1722
439,1722
440,1722
441,1623
442,1623
443,1623
444,1789
445,1533
446,1533
447,1371
448,1627
449,1627
450,1721
451,1721
452,1721
453,1633
454,1633
455,1633
456,1537
457,1537
458,1537
459,1620
460,1620
461,1718
462,1718
463,1718
464,1638
465,1638
466,1638
467,1539
468,1539
469,1539
470,1616
471,1616
472,1716
473,1716
474,1716
475,1642
476,1642
477,1642
478,1541
479,1541
480,1541
481,1613
482,1613
483,1613
484,1713
485,1713
486,1713
487,1642
488,1642
489,1642
490,1543
491,1543
492,1543
493,1614
494,1614
495,1614
496,1711
497,1711
498,1640
499,1640
500,1640
501,1545
502,1545
503,1545
504,1618
505,1618
506,1618
507,175
508,1711
509,1711
510,1637
511,1637
512,1637
513,1547
514,1547
515,1547
516,1623
517,1623
518,1623
519,1710
520,1710
521,1710
522,1631
523,1631
524,1631
525,1550
526,1550
527,1632
528,1632
529,1632
530,1707
531,1707
532,1707
533,1622
534,1622
535,1551
536,1551
537,1551
538,1640
539,1640
540,1640
541,1704
542,1704
543,1704
544,1612
545,1612
546,1555
547,1555
548,1555
549,1650
550,1650
551,1650
552,1698
553,1698
554,1698
555,1600
556,1600
557,1600
558,1561
559,1561
560,1561
561,1662
562,1662
563,1692
564,1692
565,1692
566,1589
567,1589
568,1589
569,1570
570,1570
571,1674
572,1674
573,1674
574,1682
575,1682
576,1682
577,1578
578,1578
579,1578
580,1582
581,1582
582,1684
583,1684
584,1684
585,1666
586,1666
587,1666
588,1567
589,1567
590,1567
591,1597
592,1597
593,1597
594,1691
595,1691
596,1691
597,1650
598,1650
599,1563
600,1563
601,1563
602,1617
603,1617
604,1617
605,1695
606,1695
607,159
608,1629
609,1629
610,1629
611,1562
612,1562
613,1562
614,1637
615,1637
616,1637
617,1691
618,1691
619,1608
620,1608
621,1608
622,1568
623,1568
624,1568
625,1657
626,1657
627,1657
628,1681
629,1681
630,1681
631,1589
632,1589
633,1589
634,1582
635,1582
636,1674
637,1674
638,1674
639,1663
640,1663
641,1663
642,1574
643,1574
644,1602
645,1602
646,1602
647,1684
648,1684
649,1684
650,1640
651,1640
652,1640
653,1568
654,1568
655,1568
656,1628
657,1628
658,1628
659,1686
660,1686
661,1686
662,1615
663,1615
664,1574
665,1574
666,1574
667,1654
668,1654
669,1654
670,1677
671,1677
672,1593
673,1593
674,1593
675,1590
676,1590
677,1590
678,1674
679,1674
680,1656
681,1656
682,1656
683,1577
684,1577
685,1577
686,1613
687,1613
688,1613
689,1681
690,1681
691,1681
692,1627
693,1627
694,1627
695,1575
696,1575
697,1575
698,1643
699,1643
700,1678
701,1678
702,1678
703,1601
704,1601
705,1601
706,1587
707,1587
708,1666
709,1666
710,1666
711,1656
712,1656
713,1656
714,1582
715,1582
716,1613
717,1613
718,1613
719,1679
720,1679
721,1679
722,1628
723,1628
724,1628
725,1579
726,1579
727,1579
728,1643
729,1643
730,1643
731,1672
732,1672
733,1672
734,1600
735,1600
736,1594
737,1594
738,1594
739,1667
740,1667
741,1667
742,1649
743,1649
744,1583
745,1583
746,1583
747,1623
748,1623
749,1623
750,1675
751,1675
752,1619
753,1619
754,1619
755,1586
756,1586
757,1586
758,1652
759,1652
760,1652
761,1661
762,1661
763,1661
764,1592
765,1592
766,1592
767,1607
768,1607
769,1607
770,1669
771,1669
772,1631
773,1631
774,1631
775,1583
776,1583
777,1583
778,1639
779,1639
780,1667
781,1667
782,1667
783,1603
784,1603
785,1603
786,1601
787,1601
788,1601
789,1665
790,1665
791,1665
792,1643
793,1643
794,1643
795,1588
796,1588
797,1588
798,1632
799,1632
800,1632
801,1668
802,1668
803,1668
804,1610
805,1610
806,1610
807,1597
808,1597
809,1659
810,1659
811,1659
812,1647
813,1647
814,1647
815,1590
816,1590
817,1626
818,1626
819,1626
820,1666
821,1666
822,1666
823,1614
824,1614
825,1614
826,1597
827,1597
828,1597
829,1656
830,1656
831,1656
832,1647
833,1647
834,1647
835,1593
836,1593
837,1593
838,1626
839,1626
840,1626
841,1665
842,1665
843,1665
844,1616
845,1616
846,1600
847,1600
848,1600
849,1656
850,1656
851,1656
852,1647
853,1647
854,1595
855,1595
856,1595
857,1628
858,1628
859,1628
860,1663
861,1663
862,1663
863,1614
864,1614
865,1614
866,1602
867,1602
868,1602
869,1655
870,1655
871,1641
872,1641
873,1641
874,1596
875,1596
876,1596
877,1633
878,1633
879,1633
880,1660
881,1660
882,1610
883,1610
884,1610
885,1608
886,1608
887,1608
888,1657
889,1657
890,1634
891,1634
892,1634
893,1598
894,1598
895,1598
896,1640
897,1640
898,1640
